Elecció;Any;Districte;Secció;CUSEC;NUM_ELECTORS;NUM_VOTANTS;VOTS_BLANCS;VOTS_NULS;VOTS_CANDIDATURES;Participació;PSC;% PSC;CiU / Junts;% CiU / Junts;ERC;% ERC;PP;% PP;ICV / Comuns;% ICV / Comuns;Cs;% Cs;CUP;% CUP;PxC;% PxC;En Blanco;% En Blanco;PRIMARIES;% PRIMARIES;TxT;% TxT;VOX;% VOX;Podem;% Podem;PACMA;% PACMA;Altres;% Altres
Municipals;2019;5;18;8279805018;996;668;2;1;665;66.97;235;35.23;14;2.1;45;6.75;30;4.5;27;4.05;50;7.5;14;2.1;;;;;3;0.45;211;31.63;10;1.5;23;3.45;;;3;0.0045
Municipals;2019;5;19;8279805019;916;545;1;1;543;59.39;86;15.81;32;5.88;79;14.52;11;2.02;29;5.33;46;8.46;38;6.99;;;;;3;0.55;186;34.19;15;2.76;18;3.31;;;0;0.0000
Municipals;2019;5;20;8279805020;1190;799;4;0;795;67.14;133;16.65;60;7.51;167;20.9;29;3.63;61;7.63;39;4.88;30;3.75;;;;;17;2.13;225;28.16;14;1.75;19;2.38;;;1;0.0013
Municipals;2019;5;21;8279805021;1399;900;4;4;892;64.05;222;24.78;44;4.91;127;14.17;47;5.25;42;4.69;71;7.92;30;3.35;;;;;9;1;233;26;23;2.57;39;4.35;;;5;0.0056
Municipals;2019;5;22;8279805022;566;349;0;0;349;61.66;65;18.62;20;5.73;43;12.32;14;4.01;20;5.73;28;8.02;11;3.15;;;;;5;1.43;125;35.82;5;1.43;11;3.15;;;2;0.0057
Municipals;2019;5;23;8279805023;1270;841;3;0;838;66.22;111;13.2;98;11.65;182;21.64;14;1.66;58;6.9;39;4.64;42;4.99;;;;;16;1.9;230;27.35;14;1.66;29;3.45;;;5;0.0060
Municipals;2019;5;24;8279805024;1192;773;5;0;768;64.85;159;20.57;30;3.88;108;13.97;22;2.85;31;4.01;72;9.31;19;2.46;;;;;9;1.16;270;34.93;11;1.42;32;4.14;;;5;0.0065
Municipals;2019;5;25;8279805025;909;561;2;1;558;61.61;159;28.39;20;3.57;74;13.21;16;2.86;24;4.29;26;4.64;12;2.14;;;;;5;0.89;193;34.46;10;1.79;19;3.39;;;0;0.0000
Municipals;2019;5;26;8279805026;1000;691;1;1;689;69;112;16.23;78;11.3;125;18.12;19;2.75;36;5.22;54;7.83;31;4.49;;;;;17;2.46;185;26.81;7;1.01;19;2.75;;;6;0.0087
Municipals;2019;5;27;8279805027;927;660;8;0;652;71.2;99;15;63;9.55;121;18.33;14;2.12;19;2.88;49;7.42;33;5;;;;;15;2.27;202;30.61;10;1.52;27;4.09;;;0;0.0000
Municipals;2019;5;28;8279805028;899;633;1;1;631;70.3;179;28.32;29;4.59;51;8.07;15;2.37;27;4.27;70;11.08;11;1.74;;;;;9;1.42;201;31.8;11;1.74;27;4.27;;;1;0.0016
Municipals;2019;5;29;8279805029;905;630;9;1;620;69.5;134;21.3;29;4.61;84;13.35;13;2.07;34;5.41;43;6.84;10;1.59;;;;;6;0.95;201;31.96;23;3.66;42;6.68;;;1;0.0016
Municipals;2019;6;1;8279806001;900;561;0;1;560;62.22;186;33.21;19;3.39;69;12.32;12;2.14;15;2.68;60;10.71;11;1.96;;;;;2;0.36;145;25.89;19;3.39;22;3.93;;;0;0.0000
Municipals;2019;6;2;8279806002;1188;656;5;1;650;55.13;151;23.05;29;4.43;66;10.08;13;1.98;27;4.12;68;10.38;23;3.51;;;;;1;0.15;198;30.23;39;5.95;35;5.34;;;0;0.0000
Municipals;2019;6;3;8279806003;1491;827;3;1;823;55.4;228;27.6;19;2.3;67;8.11;48;5.81;49;5.93;77;9.32;20;2.42;;;;;3;0.36;247;29.9;27;3.27;36;4.36;;;2;0.0024
Municipals;2019;6;4;8279806004;893;455;1;1;453;50.84;113;24.89;19;4.19;39;8.59;27;5.95;13;2.86;57;12.56;21;4.63;;;;;2;0.44;133;29.3;11;2.42;16;3.52;;;2;0.0044
Municipals;2019;6;5;8279806005;1087;607;2;4;601;55.47;130;21.56;19;3.15;62;10.28;14;2.32;34;5.64;46;7.63;20;3.32;;;;;3;0.5;218;36.15;22;3.65;33;5.47;;;0;0.0000
Municipals;2019;6;6;8279806006;1156;590;6;2;582;50.87;118;20.07;4;0.68;49;8.33;22;3.74;20;3.4;82;13.95;8;1.36;;;;;1;0.17;230;39.12;27;4.59;20;3.4;;;1;0.0017
Municipals;2019;6;8;8279806008;1672;1003;7;4;992;59.75;185;18.52;62;6.21;174;17.42;21;2.1;42;4.2;71;7.11;56;5.61;;;;;10;1;301;30.13;22;2.2;47;4.7;;;1;0.0010
Municipals;2019;6;9;8279806009;936;567;4;0;563;60.58;135;23.81;14;2.47;71;12.52;19;3.35;26;4.59;63;11.11;1;0.18;;;;;2;0.35;195;34.39;19;3.35;18;3.17;;;0;0.0000
Municipals;2019;6;10;8279806010;1629;1002;8;1;993;61.45;285;28.47;25;2.5;94;9.39;36;3.6;61;6.09;110;10.99;24;2.4;;;;;7;0.7;289;28.87;25;2.5;37;3.7;;;0;0.0000
Municipals;2019;6;11;8279806011;1258;649;2;1;646;51.51;177;27.31;11;1.7;54;8.33;26;4.01;17;2.62;65;10.03;10;1.54;;;;;0;0;229;35.34;27;4.17;28;4.32;;;2;0.0031
Municipals;2019;6;12;8279806012;944;530;2;3;525;55.83;160;30.36;16;3.04;55;10.44;24;4.55;35;6.64;44;8.35;11;2.09;;;;;3;0.57;137;26;18;3.42;20;3.8;;;2;0.0038
Municipals;2019;6;13;8279806013;695;396;3;2;391;56.69;130;32.99;2;0.51;22;5.58;15;3.81;29;7.36;41;10.41;3;0.76;;;;;0;0;110;27.92;13;3.3;26;6.6;;;0;0.0000
Municipals;2019;6;14;8279806014;724;334;3;1;330;45.99;99;29.73;4;1.2;26;7.81;21;6.31;15;4.5;40;12.01;8;2.4;;;;;1;0.3;89;26.73;13;3.9;13;3.9;;;1;0.0030
Municipals;2019;6;16;8279806016;1143;596;1;2;593;51.97;161;27.1;44;7.41;41;6.9;23;3.87;38;6.4;62;10.44;23;3.87;;;;;7;1.18;163;27.44;8;1.35;20;3.37;;;3;0.0051
Municipals;2019;6;18;8279806018;892;504;0;3;501;56.17;176;35.13;9;1.8;27;5.39;19;3.79;14;2.79;52;10.38;8;1.6;;;;;0;0;139;27.74;29;5.79;28;5.59;;;0;0.0000
Municipals;2019;6;20;8279806020;1110;498;1;3;494;44.59;146;29.49;10;2.02;29;5.86;29;5.86;24;4.85;62;12.53;5;1.01;;;;;0;0;142;28.69;18;3.64;27;5.45;;;2;0.0040
Municipals;2019;6;23;8279806023;993;545;3;5;537;54.38;143;26.48;10;1.85;44;8.15;36;6.67;22;4.07;63;11.67;3;0.56;;;;;0;0;189;35;10;1.85;17;3.15;;;0;0.0000
Municipals;2019;6;24;8279806024;1780;1010;2;2;1006;56.63;239;23.71;10;0.99;79;7.84;31;3.08;44;4.37;132;13.1;26;2.58;;;;;3;0.3;355;35.22;27;2.68;59;5.85;;;1;0.0010
Municipals;2019;6;25;8279806025;1447;819;4;4;811;56.32;228;27.98;11;1.35;88;10.8;25;3.07;66;8.1;67;8.22;17;2.09;;;;;9;1.1;234;28.71;28;3.44;38;4.66;;;0;0.0000
Municipals;2019;6;26;8279806026;1184;677;3;1;673;57.09;170;25.15;8;1.18;47;6.95;13;1.92;33;4.88;64;9.47;18;2.66;;;;;1;0.15;253;37.43;25;3.7;40;5.92;;;1;0.0015
Municipals;2019;6;27;8279806027;966;486;4;1;481;50.21;178;36.7;2;0.41;21;4.33;13;2.68;13;2.68;41;8.45;9;1.86;;;;;2;0.41;169;34.85;9;1.86;24;4.95;;;0;0.0000
Municipals;2019;6;28;8279806028;1204;700;3;4;693;57.81;198;28.45;14;2.01;57;8.19;45;6.47;42;6.03;58;8.33;10;1.44;;;;;3;0.43;207;29.74;19;2.73;38;5.46;;;2;0.0029
Municipals;2019;6;29;8279806029;816;453;1;3;449;55.15;98;21.78;4;0.89;29;6.44;20;4.44;21;4.67;51;11.33;9;2;;;;;4;0.89;181;40.22;11;2.44;20;4.44;;;1;0.0022
Municipals;2019;6;30;8279806030;542;294;1;3;290;53.69;62;21.31;8;2.75;35;12.03;6;2.06;9;3.09;34;11.68;7;2.41;;;;;0;0;103;35.4;11;3.78;15;5.15;;;0;0.0000
Municipals;2019;6;31;8279806031;731;368;0;3;365;49.93;89;24.38;2;0.55;28;7.67;6;1.64;19;5.21;49;13.42;14;3.84;;;;;0;0;126;34.52;15;4.11;16;4.38;;;1;0.0027
Municipals;2019;6;32;8279806032;591;319;0;1;318;53.81;73;22.96;8;2.52;27;8.49;2;0.63;5;1.57;49;15.41;8;2.52;;;;;0;0;103;32.39;20;6.29;23;7.23;;;0;0.0000
Municipals;2019;6;33;8279806033;1022;630;2;3;625;61.35;133;21.21;22;3.51;78;12.44;13;2.07;34;5.42;70;11.16;11;1.75;;;;;3;0.48;215;34.29;24;3.83;22;3.51;;;0;0.0000
Municipals;2019;7;1;8279807001;2018;1253;2;1;1250;62.04;240;19.17;82;6.55;225;17.97;26;2.08;84;6.71;127;10.14;54;4.31;;;;;12;0.96;308;24.6;28;2.24;64;5.11;;;0;0.0000
Municipals;2019;7;2;8279807002;1512;797;1;1;795;52.65;283;35.55;6;0.75;47;5.9;25;3.14;30;3.77;87;10.93;10;1.26;;;;;1;0.13;220;27.64;28;3.52;58;7.29;;;0;0.0000
Municipals;2019;7;3;8279807003;1140;471;6;1;464;41.23;145;30.85;6;1.28;28;5.96;11;2.34;9;1.91;55;11.7;2;0.43;;;;;2;0.43;165;35.11;19;4.04;20;4.26;;;2;0.0043
Municipals;2019;7;4;8279807004;1828;1022;5;4;1013;55.69;289;28.39;23;2.26;109;10.71;44;4.32;46;4.52;156;15.32;15;1.47;;;;;5;0.49;251;24.66;39;3.83;36;3.54;;;0;0.0000
Municipals;2023;1;1;0827901001;1052;626;;;620;59,51%;46;7,42%;193;31,13%;52;8,39%;24;3,87%;14;2,26%;4;0,65%;43;6,94%;;;;;;;191;30,81%;12;1,94%;;;4;0,65%;37;0.0597
Municipals;2023;1;2;0827901002;1146;691;;;685;60,30%;68;9,93%;175;25,55%;76;11,09%;31;4,53%;39;5,69%;10;1,46%;42;6,13%;;;;;;;192;28,03%;19;2,77%;;;4;0,58%;29;0.0423
Municipals;2023;1;4;0827901004;1575;956;;;947;60,70%;96;10,14%;176;18,59%;112;11,83%;44;4,65%;38;4,01%;4;0,42%;70;7,39%;;;;;;;310;32,73%;43;4,54%;;;14;1,48%;40;0.0422
Municipals;2023;1;5;0827901005;1068;641;;;632;60,02%;87;13,77%;124;19,62%;71;11,23%;34;5,38%;29;4,59%;7;1,11%;41;6,49%;;;;;;;189;29,91%;22;3,48%;;;6;0,95%;22;0.0348
Municipals;2023;1;6;0827901006;1208;735;;;718;60,84%;77;10,72%;162;22,56%;79;11,00%;31;4,32%;27;3,76%;8;1,11%;36;5,01%;;;;;;;226;31,48%;29;4,04%;;;10;1,39%;33;0.0460
Municipals;2023;1;7;0827901007;1437;797;;;783;55,46%;95;12,13%;149;19,03%;60;7,66%;46;5,87%;19;2,43%;7;0,89%;36;4,60%;;;;;;;281;35,89%;47;6,00%;;;6;0,77%;37;0.0473
Municipals;2023;1;8;0827901008;980;601;;;594;61,33%;60;10,10%;129;21,72%;52;8,75%;33;5,56%;18;3,03%;6;1,01%;42;7,07%;;;;;;;206;34,68%;22;3,70%;;;2;0,34%;24;0.0404
Municipals;2023;1;9;0827901009;1048;630;;;627;60,11%;69;11,00%;133;21,21%;56;8,93%;41;6,54%;24;3,83%;6;0,96%;34;5,42%;;;;;;;199;31,74%;28;4,47%;;;4;0,64%;33;0.0526
Municipals;2023;1;10;0827901010;1013;603;;;600;59,53%;91;15,17%;84;14,00%;70;11,67%;26;4,33%;35;5,83%;1;0,17%;52;8,67%;;;;;;;180;30,00%;32;5,33%;;;12;2,00%;17;0.0283
Municipals;2023;1;11;0827901011;953;496;;;489;52,05%;94;19,22%;43;8,79%;47;9,61%;32;6,54%;32;6,54%;8;1,64%;27;5,52%;;;;;;;152;31,08%;33;6,75%;;;5;1,02%;16;0.0327
Municipals;2023;1;12;0827901012;1143;628;;;618;54,94%;114;18,45%;51;8,25%;64;10,36%;31;5,02%;41;6,63%;11;1,78%;16;2,59%;;;;;;;211;34,14%;52;8,41%;;;7;1,13%;20;0.0324
Municipals;2023;1;13;0827901013;632;307;;;303;48,58%;93;30,69%;2;0,66%;21;6,93%;16;5,28%;21;6,93%;6;1,98%;2;0,66%;;;;;;;94;31,02%;35;11,55%;;;5;1,65%;8;0.0264
Municipals;2023;1;14;0827901014;1541;785;;;778;50,94%;185;23,78%;36;4,63%;63;8,10%;73;9,38%;40;5,14%;14;1,80%;25;3,21%;;;;;;;211;27,12%;98;12,60%;;;12;1,54%;21;0.0270
Municipals;2023;1;15;0827901015;950;501;;;498;52,74%;98;19,68%;41;8,23%;39;7,83%;31;6,22%;25;5,02%;5;1,00%;11;2,21%;;;;;;;186;37,35%;44;8,84%;;;4;0,80%;14;0.0281
Municipals;2023;1;16;0827901016;1800;995;;;986;55,28%;186;18,86%;132;13,39%;94;9,53%;47;4,77%;34;3,45%;8;0,81%;41;4,16%;;;;;;;341;34,58%;71;7,20%;;;13;1,32%;19;0.0193
Municipals;2023;1;17;0827901017;1666;947;;;926;56,84%;112;12,10%;145;15,66%;93;10,04%;41;4,43%;41;4,43%;14;1,51%;70;7,56%;;;;;;;341;36,83%;32;3,46%;;;14;1,51%;23;0.0248
Municipals;2023;1;18;0827901018;492;321;;;316;65,24%;29;9,18%;69;21,84%;45;14,24%;9;2,85%;17;5,38%;4;1,27%;37;11,71%;;;;;;;81;25,63%;14;4,43%;;;3;0,95%;8;0.0253
Municipals;2023;1;19;0827901019;1159;588;;;581;50,73%;104;17,90%;30;5,16%;67;11,53%;57;9,81%;33;5,68%;6;1,03%;17;2,93%;;;;;;;201;34,60%;39;6,71%;;;10;1,72%;17;0.0293
Municipals;2023;1;20;0827901020;1207;723;;;709;59,90%;125;17,63%;83;11,71%;56;7,90%;36;5,08%;37;5,22%;10;1,41%;35;4,94%;;;;;;;254;35,83%;28;3,95%;;;9;1,27%;36;0.0508
Municipals;2023;1;21;0827901021;1120;593;;;587;52,95%;106;18,06%;63;10,73%;61;10,39%;55;9,37%;20;3,41%;13;2,21%;32;5,45%;;;;;;;148;25,21%;57;9,71%;;;11;1,87%;21;0.0358
Municipals;2023;1;22;0827901022;1439;794;;;780;55,18%;115;14,74%;82;10,51%;76;9,74%;43;5,51%;20;2,56%;14;1,79%;40;5,13%;;;;;;;288;36,92%;56;7,18%;;;14;1,79%;32;0.0410
Municipals;2023;1;23;0827901023;997;606;;;598;60,78%;107;17,89%;68;11,37%;53;8,86%;38;6,35%;30;5,02%;11;1,84%;18;3,01%;;;;;;;189;31,61%;46;7,69%;;;13;2,17%;25;0.0418
Municipals;2023;1;24;0827901024;678;436;;;427;64,31%;38;8,90%;122;28,57%;40;9,37%;19;4,45%;20;4,68%;3;0,70%;32;7,49%;;;;;;;114;26,70%;8;1,87%;;;8;1,87%;23;0.0539
Municipals;2023;1;25;0827901025;1047;642;;;634;61,32%;53;8,36%;103;16,25%;52;8,20%;38;5,99%;24;3,79%;12;1,89%;27;4,26%;;;;;;;259;40,85%;21;3,31%;;;12;1,89%;33;0.0521
Municipals;2023;2;1;0827902001;1060;503;;;500;47,45%;156;31,20%;11;2,20%;27;5,40%;47;9,40%;11;2,20%;12;2,40%;7;1,40%;;;;;;;137;27,40%;74;14,80%;;;8;1,60%;10;0.0200
Municipals;2023;2;3;0827902003;964;365;;;363;37,86%;146;40,22%;7;1,93%;6;1,65%;24;6,61%;12;3,31%;9;2,48%;1;0,28%;;;;;;;84;23,14%;53;14,60%;;;3;0,83%;18;0.0496
Municipals;2023;2;4;0827902004;885;365;;;361;41,24%;127;35,18%;9;2,49%;11;3,05%;27;7,48%;22;6,09%;0;0,00%;7;1,94%;;;;;;;91;25,21%;51;14,13%;;;5;1,39%;11;0.0305
Municipals;2023;2;5;0827902005;827;408;;;405;49,33%;124;30,62%;5;1,23%;16;3,95%;42;10,37%;15;3,70%;7;1,73%;4;0,99%;;;;;;;107;26,42%;63;15,56%;;;6;1,48%;16;0.0395
Municipals;2023;2;6;0827902006;715;348;;;348;48,67%;97;27,87%;7;2,01%;17;4,89%;36;10,34%;18;5,17%;6;1,72%;9;2,59%;;;;;;;84;24,14%;67;19,25%;;;4;1,15%;3;0.0086
Municipals;2023;2;8;0827902008;773;363;;;357;46,96%;104;29,13%;2;0,56%;20;5,60%;23;6,44%;23;6,44%;8;2,24%;6;1,68%;;;;;;;101;28,29%;62;17,37%;;;2;0,56%;6;0.0168
Municipals;2023;2;9;0827902009;1133;542;;;539;47,84%;155;28,76%;12;2,23%;32;5,94%;45;8,35%;14;2,60%;8;1,48%;6;1,11%;;;;;;;164;30,43%;84;15,58%;;;8;1,48%;11;0.0204
Municipals;2023;2;11;0827902011;862;391;;;386;45,36%;94;24,35%;11;2,85%;15;3,89%;33;8,55%;11;2,85%;9;2,33%;6;1,55%;;;;;;;117;30,31%;71;18,39%;;;5;1,30%;14;0.0363
Municipals;2023;2;12;0827902012;681;240;;;239;35,24%;82;34,31%;2;0,84%;9;3,77%;15;6,28%;12;5,02%;2;0,84%;6;2,51%;;;;;;;57;23,85%;38;15,90%;;;2;0,84%;14;0.0586
Municipals;2023;2;14;0827902014;1482;654;;;644;44,13%;144;22,36%;18;2,80%;31;4,81%;48;7,45%;26;4,04%;15;2,33%;6;0,93%;;;;;;;200;31,06%;127;19,72%;;;14;2,17%;15;0.0233
Municipals;2023;2;15;0827902015;555;172;;;172;30,99%;60;34,88%;1;0,58%;5;2,91%;6;3,49%;5;2,91%;2;1,16%;1;0,58%;;;;;;;50;29,07%;34;19,77%;;;2;1,16%;6;0.0349
Municipals;2023;2;16;0827902016;1598;762;;;753;47,68%;150;19,92%;24;3,19%;39;5,18%;35;4,65%;51;6,77%;9;1,20%;17;2,26%;;;;;;;255;33,86%;139;18,46%;;;17;2,26%;17;0.0226
Municipals;2023;2;17;0827902017;1451;565;;;563;38,94%;121;21,49%;6;1,07%;26;4,62%;34;6,04%;33;5,86%;10;1,78%;10;1,78%;;;;;;;178;31,62%;113;20,07%;;;20;3,55%;12;0.0213
Municipals;2023;3;1;0827903001;1274;626;;;621;49,14%;97;15,62%;23;3,70%;63;10,14%;52;8,37%;26;4,19%;6;0,97%;20;3,22%;;;;;;;247;39,77%;59;9,50%;;;16;2,58%;12;0.0193
Municipals;2023;3;2;0827903002;1085;604;;;589;55,67%;113;19,19%;28;4,75%;52;8,83%;32;5,43%;26;4,41%;6;1,02%;23;3,90%;;;;;;;219;37,18%;65;11,04%;;;16;2,72%;9;0.0153
Municipals;2023;3;3;0827903003;1174;553;;;549;47,10%;138;25,14%;26;4,74%;33;6,01%;44;8,01%;17;3,10%;15;2,73%;12;2,19%;;;;;;;176;32,06%;60;10,93%;;;12;2,19%;16;0.0291
Municipals;2023;3;4;0827903004;923;373;;;370;40,41%;83;22,43%;7;1,89%;26;7,03%;28;7,57%;21;5,68%;1;0,27%;7;1,89%;;;;;;;136;36,76%;53;14,32%;;;4;1,08%;4;0.0108
Municipals;2023;3;5;0827903005;1780;937;;;926;52,64%;153;16,52%;79;8,53%;97;10,48%;41;4,43%;30;3,24%;15;1,62%;36;3,89%;;;;;;;375;40,50%;49;5,29%;;;19;2,05%;32;0.0346
Municipals;2023;3;6;0827903006;1609;861;;;848;53,51%;97;11,44%;93;10,97%;93;10,97%;32;3,77%;34;4,01%;11;1,30%;29;3,42%;;;;;;;382;45,05%;40;4,72%;;;11;1,30%;26;0.0307
Municipals;2023;3;7;0827903007;1677;879;;;869;52,42%;125;14,38%;51;5,87%;82;9,44%;37;4,26%;33;3,80%;8;0,92%;42;4,83%;;;;;;;367;42,23%;85;9,78%;;;17;1,96%;22;0.0253
Municipals;2023;3;8;0827903008;1514;737;;;736;48,68%;199;27,04%;8;1,09%;27;3,67%;37;5,03%;27;3,67%;10;1,36%;12;1,63%;;;;;;;288;39,13%;99;13,45%;;;8;1,09%;21;0.0285
Municipals;2023;3;14;0827903014;1122;445;;;438;39,66%;116;26,48%;16;3,65%;27;6,16%;30;6,85%;10;2,28%;8;1,83%;13;2,97%;;;;;;;142;32,42%;57;13,01%;;;6;1,37%;13;0.0297
Municipals;2023;3;15;0827903015;900;453;;;450;50,33%;122;27,11%;6;1,33%;24;5,33%;44;9,78%;21;4,67%;11;2,44%;12;2,67%;;;;;;;148;32,89%;45;10,00%;;;10;2,22%;7;0.0156
Municipals;2023;3;16;0827903016;789;338;;;333;42,84%;91;27,33%;1;0,30%;6;1,80%;36;10,81%;10;3,00%;9;2,70%;0;0,00%;;;;;;;132;39,64%;44;13,21%;;;4;1,20%;0;0.0000
Municipals;2023;3;17;0827903017;830;376;;;375;45,30%;120;32,00%;4;1,07%;12;3,20%;44;11,73%;15;4,00%;10;2,67%;1;0,27%;;;;;;;106;28,27%;50;13,33%;;;6;1,60%;7;0.0187
Municipals;2023;3;18;0827903018;768;443;;;438;57,68%;117;26,71%;4;0,91%;14;3,20%;32;7,31%;13;2,97%;8;1,83%;1;0,23%;;;;;;;169;38,58%;61;13,93%;;;7;1,60%;12;0.0274
Municipals;2023;3;19;0827903019;865;392;;;388;45,32%;131;33,76%;5;1,29%;16;4,12%;38;9,79%;29;7,47%;5;1,29%;8;2,06%;;;;;;;105;27,06%;41;10,57%;;;1;0,26%;9;0.0232
Municipals;2023;3;20;0827903020;1180;619;;;610;52,46%;131;21,48%;27;4,43%;40;6,56%;26;4,26%;33;5,41%;12;1,97%;22;3,61%;;;;;;;229;37,54%;67;10,98%;;;9;1,48%;14;0.0230
Municipals;2023;4;1;0827904001;1130;608;;;599;53,81%;78;13,02%;118;19,70%;58;9,68%;49;8,18%;23;3,84%;10;1,67%;26;4,34%;;;;;;;181;30,22%;31;5,18%;;;4;0,67%;21;0.0351
Municipals;2023;4;2;0827904002;1150;629;;;620;54,70%;84;13,55%;112;18,06%;86;13,87%;26;4,19%;24;3,87%;5;0,81%;29;4,68%;;;;;;;199;32,10%;31;5,00%;;;7;1,13%;17;0.0274
Municipals;2023;4;3;0827904003;1333;701;;;693;52,59%;101;14,57%;54;7,79%;78;11,26%;53;7,65%;30;4,33%;7;1,01%;27;3,90%;;;;;;;273;39,39%;41;5,92%;;;13;1,88%;16;0.0231
Municipals;2023;4;4;0827904004;1141;570;;;562;49,96%;87;15,48%;39;6,94%;76;13,52%;30;5,34%;15;2,67%;4;0,71%;22;3,91%;;;;;;;217;38,61%;42;7,47%;;;15;2,67%;15;0.0267
Municipals;2023;4;5;0827904005;1272;616;;;607;48,43%;101;16,64%;37;6,10%;48;7,91%;28;4,61%;24;3,95%;2;0,33%;21;3,46%;;;;;;;266;43,82%;59;9,72%;;;12;1,98%;9;0.0148
Municipals;2023;4;6;0827904006;1490;740;;;732;49,66%;177;24,18%;30;4,10%;58;7,92%;45;6,15%;36;4,92%;4;0,55%;37;5,05%;;;;;;;212;28,96%;97;13,25%;;;12;1,64%;24;0.0328
Municipals;2023;4;7;0827904007;1865;831;;;817;44,56%;192;23,50%;37;4,53%;64;7,83%;41;5,02%;30;3,67%;14;1,71%;21;2,57%;;;;;;;265;32,44%;119;14,57%;;;22;2,69%;12;0.0147
Municipals;2023;4;8;0827904008;983;396;;;391;40,28%;77;19,69%;12;3,07%;27;6,91%;30;7,67%;26;6,65%;9;2,30%;10;2,56%;;;;;;;148;37,85%;35;8,95%;;;5;1,28%;12;0.0307
Municipals;2023;4;9;0827904009;754;338;;;334;44,83%;92;27,54%;6;1,80%;16;4,79%;32;9,58%;16;4,79%;4;1,20%;1;0,30%;;;;;;;100;29,94%;61;18,26%;;;4;1,20%;2;0.0060
Municipals;2023;4;10;0827904010;717;315;;;315;43,93%;111;35,24%;4;1,27%;17;5,40%;16;5,08%;12;3,81%;5;1,59%;7;2,22%;;;;;;;71;22,54%;63;20,00%;;;4;1,27%;5;0.0159
Municipals;2023;4;12;0827904012;1031;541;;;535;52,47%;89;16,64%;33;6,17%;39;7,29%;24;4,49%;38;7,10%;10;1,87%;25;4,67%;;;;;;;199;37,20%;55;10,28%;;;13;2,43%;10;0.0187
Municipals;2023;4;13;0827904013;1234;688;;;681;55,75%;120;17,62%;75;11,01%;81;11,89%;29;4,26%;30;4,41%;5;0,73%;24;3,52%;;;;;;;252;37,00%;37;5,43%;;;10;1,47%;18;0.0264
Municipals;2023;4;14;0827904014;1024;612;;;600;59,77%;69;11,50%;127;21,17%;69;11,50%;32;5,33%;15;2,50%;7;1,17%;34;5,67%;;;;;;;193;32,17%;17;2,83%;;;5;0,83%;32;0.0533
Municipals;2023;4;15;0827904015;898;509;;;502;56,68%;57;11,35%;97;19,32%;65;12,95%;32;6,37%;15;2,99%;5;1,00%;39;7,77%;;;;;;;141;28,09%;19;3,78%;;;8;1,59%;24;0.0478
Municipals;2023;4;16;0827904016;974;557;;;549;57,19%;65;11,84%;120;21,86%;39;7,10%;28;5,10%;15;2,73%;3;0,55%;34;6,19%;;;;;;;198;36,07%;22;4,01%;;;5;0,91%;20;0.0364
Municipals;2023;4;17;0827904017;1253;776;;;765;61,93%;101;13,20%;115;15,03%;81;10,59%;40;5,23%;33;4,31%;9;1,18%;34;4,44%;;;;;;;278;36,34%;47;6,14%;;;8;1,05%;19;0.0248
Municipals;2023;4;18;0827904018;1934;1078;;;1066;55,74%;186;17,45%;110;10,32%;90;8,44%;56;5,25%;43;4,03%;14;1,31%;64;6,00%;;;;;;;383;35,93%;74;6,94%;;;20;1,88%;26;0.0244
Municipals;2023;4;19;0827904019;897;433;;;432;48,27%;87;20,14%;12;2,78%;40;9,26%;41;9,49%;27;6,25%;1;0,23%;9;2,08%;;;;;;;152;35,19%;51;11,81%;;;5;1,16%;7;0.0162
Municipals;2023;4;20;0827904020;532;215;;;215;40,41%;62;28,84%;3;1,40%;16;7,44%;19;8,84%;6;2,79%;3;1,40%;3;1,40%;;;;;;;58;26,98%;30;13,95%;;;8;3,72%;7;0.0326
Municipals;2023;4;21;0827904021;785;381;;;373;48,54%;117;31,37%;5;1,34%;30;8,04%;18;4,83%;19;5,09%;4;1,07%;10;2,68%;;;;;;;111;29,76%;45;12,06%;;;7;1,88%;7;0.0188
Municipals;2023;4;22;0827904022;1724;867;;;860;50,29%;176;20,47%;17;1,98%;53;6,16%;53;6,16%;46;5,35%;15;1,74%;11;1,28%;;;;;;;327;38,02%;125;14,53%;;;7;0,81%;30;0.0349
Municipals;2023;4;23;0827904023;1715;893;;;883;52,07%;157;17,78%;23;2,60%;63;7,13%;43;4,87%;39;4,42%;18;2,04%;17;1,93%;;;;;;;375;42,47%;114;12,91%;;;16;1,81%;18;0.0204
Municipals;2023;4;24;0827904024;1845;883;;;879;47,86%;175;19,91%;16;1,82%;42;4,78%;76;8,65%;39;4,44%;15;1,71%;17;1,93%;;;;;;;323;36,75%;144;16,38%;;;13;1,48%;19;0.0216
Municipals;2023;4;25;0827904025;882;440;;;437;49,89%;105;24,03%;15;3,43%;36;8,24%;37;8,47%;20;4,58%;5;1,14%;15;3,43%;;;;;;;147;33,64%;43;9,84%;;;3;0,69%;11;0.0252
Municipals;2023;4;26;0827904026;1135;618;;;605;54,45%;82;13,55%;108;17,85%;49;8,10%;40;6,61%;42;6,94%;7;1,16%;32;5,29%;;;;;;;201;33,22%;25;4,13%;;;7;1,16%;12;0.0198
Municipals;2023;5;1;0827905001;1544;814;;;810;52,72%;162;20,00%;52;6,42%;56;6,91%;52;6,42%;28;3,46%;26;3,21%;30;3,70%;;;;;;;278;34,32%;86;10,62%;;;10;1,23%;30;0.0370
